Campaign,Ad_Set,Ad_Id,Gender,Location,Age_Target,Start_date,End_date,Amount_Spent_$,Reach,Impressions,Results,Cost_Per_Result,Frequncy,Post_Engagement,Post_Comments,Post_Shares,Post_Likes,Follows_Likes,Clicks,Cpc_$,Ctr
brand awarness,May,AD_469099,Female,"Chicago,Illinois",18-25,2022-05-26,2022-06-03,41.20402863077889,1236,1730,61,0.6754758791930966,3,1081,154,386,541,360,346,0.11908678795022802,0.2
website traffic,June,AD_468903,Female,"Los Angeles, California",60+,2022-06-27,2022-07-05,47.4001087608567,1422,1990,181,0.2618790539273851,2,1243,177,444,622,414,398,0.11909575065541886,0.2
website traffic,July,AD_468794,Female,"New York City, New York",18-25,2022-07-29,2022-08-07,47.84052247489709,1435,2008,187,0.2558316709887545,1,1255,179,448,628,418,401,0.11930304856582816,0.1997011952191235
brand awarness,May,AD_469208,Female,"Houston, Texas",18-25,2022-05-25,2022-06-14,91.67183827959548,2750,3849,98,0.935426921220362,1,2405,343,859,1203,801,769,0.11920915250922688,0.19979215380618343
website traffic,July,AD_468864,Male,"Chicago,Illinois",18-25,2022-07-15,2022-08-08,84.38286892347355,2531,3543,89,0.9481221227356579,1,2214,316,791,1107,738,708,0.11918484311225078,0.19983065198983913
brand awarness,July,AD_469347,Female,"New York City, New York",18-25,2022-07-09,2022-07-13,42.22612775168605,1266,1772,58,0.7280366853738974,3,1107,158,395,554,369,354,0.11928284675617529,0.19977426636568849
brand awarness,July,AD_469372,Male,"New York City, New York",35-40,2022-07-14,2022-08-11,20.45809211676974,613,858,40,0.5114523029192435,2,536,76,192,268,178,171,0.11963796559514468,0.1993006993006993
generate leads,May,AD_468955,Male,"Chicago,Illinois",25-35,2022-05-05,2022-05-29,47.25562197317589,1417,1983,104,0.45438098051130665,3,1239,177,442,620,413,396,0.11933237872014114,0.19969742813918306
brand awarness,June,AD_469187,Male,"Chicago,Illinois",60+,2022-06-10,2022-07-09,24.814002599994456,744,1041,181,0.13709393701654396,2,650,92,233,325,216,208,0.11929808942305027,0.19980787704130643
generate leads,July,AD_469075,Male,"Chicago,Illinois",60+,2022-07-04,2022-07-23,14.565854385468244,436,610,100,0.14565854385468244,3,381,54,136,191,127,122,0.11939224906121511,0.2
brand awarness,May,AD_469233,Female,"Los Angeles, California",25-35,2022-05-04,2022-05-12,43.68761510055953,1310,1833,175,0.2496435148603402,2,1145,163,409,573,381,366,0.11936506858076375,0.19967266775777415
brand awarness,May,AD_469307,Female,"Los Angeles, California",35-40,2022-05-07,2022-05-09,18.14489302635613,544,761,189,0.09600472500717529,3,475,67,170,238,158,152,0.11937429622602717,0.19973718791064388
generate leads,June,AD_468988,Male,"Phoenix, Arizona",45-60,2022-06-17,2022-07-03,65.9813316799929,1979,2770,56,1.1782380657141591,2,1731,247,618,866,577,554,0.11909987667868756,0.2
brand awarness,June,AD_469352,Female,"Los Angeles, California",25-35,2022-06-10,2022-06-26,71.70407393716886,2151,3011,177,0.4051077623568862,2,1881,268,672,941,627,602,0.11910975737071239,0.19993357688475588
brand awarness,May,AD_469144,Female,"Los Angeles, California",18-25,2022-05-10,2022-06-06,35.971297938169215,1079,1510,130,0.2767022918320709,1,943,134,337,472,314,302,0.119110258073408,0.2
website traffic,July,AD_468790,Male,"Los Angeles, California",18-25,2022-07-30,2022-08-17,93.98893696970568,2819,3946,63,1.4918878884080267,1,2466,352,881,1233,822,789,0.11912412797174357,0.19994931576279776
generate leads,July,AD_468980,Female,"Los Angeles, California",18-25,2022-07-09,2022-07-27,81.85257770849022,2455,3437,134,0.6108401321529121,3,2148,306,768,1074,716,687,0.11914494571832637,0.19988361943555427
generate leads,July,AD_468986,Male,"Los Angeles, California",18-25,2022-07-14,2022-07-27,61.342341038508884,1840,2576,136,0.45104662528315353,1,1610,230,575,805,536,515,0.11911134182234735,0.1999223602484472
website traffic,May,AD_468904,Male,"Houston, Texas",45-60,2022-05-04,2022-05-07,55.027664293780774,1650,2310,123,0.4473793845022827,1,1443,206,515,722,481,462,0.11910749847138695,0.2
generate leads,May,AD_468954,Female,"Chicago,Illinois",25-35,2022-05-27,2022-06-14,29.511221214321374,885,1239,96,0.3074085543158476,3,774,110,277,387,258,247,0.11947862839806224,0.1993543179983858
brand awarness,June,AD_469250,Female,"New York City, New York",45-60,2022-06-30,2022-07-08,43.061121330158684,1291,1807,37,1.1638140900042888,1,1129,161,403,565,376,361,0.11928288457107669,0.19977863862755948
website traffic,July,AD_468886,Male,"New York City, New York",35-40,2022-07-06,2022-07-21,99.68657709561899,2990,4186,118,0.8448015008103303,3,2616,373,935,1308,872,837,0.11909985316083511,0.19995222169135213
website traffic,July,AD_468900,Female,"Phoenix, Arizona",18-25,2022-07-06,2022-07-25,38.933954544106356,1168,1635,66,0.5899084021834297,2,1021,145,365,511,340,327,0.11906408117463718,0.2
brand awarness,July,AD_469141,Female,"Los Angeles, California",18-25,2022-07-12,2022-08-07,78.6953514197384,2360,3304,150,0.5246356761315893,1,2065,295,737,1033,688,660,0.11923538093899758,0.19975786924939468
generate leads,July,AD_468950,Male,"Houston, Texas",60+,2022-07-22,2022-08-09,90.40268586117934,2712,3796,27,3.3482476244881236,3,2372,338,848,1186,790,759,0.11910762300550637,0.1999473129610116
website traffic,June,AD_468898,Male,"Los Angeles, California",18-25,2022-06-24,2022-07-03,72.60662004117839,2178,3049,199,0.36485738714159993,2,1905,272,680,953,635,609,0.11922269300686106,0.19973761889143982
generate leads,June,AD_469061,Male,"Chicago,Illinois",35-40,2022-06-01,2022-06-26,16.21189316949218,486,680,134,0.12098427738426999,1,425,60,152,213,141,136,0.11920509683450131,0.2
brand awarness,June,AD_469176,Female,"New York City, New York",35-40,2022-06-20,2022-06-24,49.31883513300851,1479,2070,190,0.25957281648951847,1,1293,184,462,647,431,414,0.11912762109422347,0.2
website traffic,June,AD_468918,Male,"New York City, New York",60+,2022-06-11,2022-06-17,47.81046781151357,1434,2007,143,0.33433893574485013,3,1254,179,448,627,418,401,0.11922809928058246,0.1998006975585451
generate leads,July,AD_468996,Female,"Houston, Texas",25-35,2022-07-18,2022-07-27,32.085484203102624,962,1346,91,0.35258773849563324,3,841,120,300,421,280,269,0.11927689294833689,0.199851411589896
website traffic,May,AD_468874,Male,"Los Angeles, California",25-35,2022-05-02,2022-05-09,91.01972418986476,2730,3821,132,0.689543365074733,2,2388,341,853,1194,796,764,0.11913576464641984,0.1999476576812353
website traffic,June,AD_468837,Male,"New York City, New York",18-25,2022-06-20,2022-07-15,15.745832644637686,472,660,176,0.08946495820816867,2,412,58,148,206,137,132,0.1192866109442249,0.2
brand awarness,July,AD_469322,Male,"New York City, New York",18-25,2022-07-19,2022-07-29,99.34852501023867,2980,4172,124,0.8011977823406344,2,2607,372,931,1304,869,834,0.11912293166695284,0.19990412272291466
brand awarness,June,AD_469311,Male,"Houston, Texas",25-35,2022-06-03,2022-06-20,80.31675187993069,2409,3372,46,1.7460163452158846,2,2107,301,752,1054,702,674,0.11916432029663307,0.19988137603795966
brand awarness,June,AD_469328,Male,"Phoenix, Arizona",18-25,2022-06-17,2022-07-05,66.92154820255097,2007,2809,148,0.4521726229902092,2,1755,250,627,878,585,561,0.11928974724162382,0.19971520113919544
website traffic,June,AD_468923,Male,"Los Angeles, California",35-40,2022-06-29,2022-07-06,63.489448142916,1904,2665,127,0.49991691451114956,2,1665,237,595,833,555,533,0.11911716349515196,0.2
generate leads,May,AD_469050,Male,"Los Angeles, California",45-60,2022-05-07,2022-06-01,70.51752733696216,2115,2961,131,0.5383017353966577,2,1850,264,661,925,616,592,0.11911744482594959,0.1999324552516042
brand awarness,May,AD_469216,Male,"New York City, New York",25-35,2022-05-14,2022-06-08,62.803561409176986,1884,2637,66,0.9515691122602573,3,1648,235,589,824,549,527,0.11917184328117075,0.19984831247629883
brand awarness,July,AD_469182,Female,"Chicago,Illinois",18-25,2022-07-14,2022-08-01,54.650744928295126,1639,2294,28,1.951812318867683,1,1433,204,512,717,477,458,0.11932477058579721,0.1996512641673932
brand awarness,July,AD_469257,Male,"Los Angeles, California",18-25,2022-07-10,2022-08-04,53.7920445941796,1613,2258,75,0.717227261255728,2,1411,201,504,706,470,451,0.11927282615117428,0.19973427812223207
generate leads,July,AD_469011,Male,"Houston, Texas",45-60,2022-07-09,2022-07-18,35.1844929496704,1055,1477,75,0.469126572662272,3,923,131,330,462,307,295,0.11926946762600135,0.1997291807718348
website traffic,May,AD_468916,Female,"Los Angeles, California",18-25,2022-05-21,2022-05-31,44.86098717590624,1345,1882,142,0.31592244490074817,2,1176,168,420,588,392,376,0.11931113610613361,0.1997874601487779
brand awarness,May,AD_469365,Female,"New York City, New York",25-35,2022-05-22,2022-06-12,52.381359189296184,1571,2199,87,0.6020845883827147,3,1374,196,491,687,458,439,0.1193197248047749,0.1996361982719418
brand awarness,July,AD_469177,Male,"Chicago,Illinois",25-35,2022-07-23,2022-07-25,30.37675924071858,911,1275,28,1.0848842585970921,2,796,113,285,398,265,255,0.11912454604203365,0.2
brand awarness,June,AD_469380,Male,"Chicago,Illinois",45-60,2022-06-24,2022-06-27,31.86388907200768,955,1337,130,0.2451068390154437,2,835,119,298,418,278,267,0.11934040850939207,0.19970082273747194
generate leads,July,AD_468957,Male,"Chicago,Illinois",18-25,2022-07-09,2022-07-19,45.62629163471378,1368,1915,158,0.2887739976880619,1,1196,170,428,598,398,383,0.11912869878515348,0.2
website traffic,May,AD_468839,Female,"Houston, Texas",25-35,2022-05-02,2022-05-25,44.50243002098068,1335,1868,55,0.8091350912905578,2,1167,166,417,584,389,373,0.11930946386321899,0.19967880085653106
brand awarness,June,AD_469308,Male,"Chicago,Illinois",25-35,2022-06-18,2022-06-27,86.45564315845813,2593,3630,129,0.6701987841740941,2,2268,324,810,1134,756,726,0.1190849079317605,0.2
brand awarness,July,AD_469382,Female,"Houston, Texas",25-35,2022-07-20,2022-08-02,43.62515781880289,1308,1831,125,0.34900126255042313,2,1144,163,409,572,381,366,0.11919442026995325,0.19989077007099945
brand awarness,July,AD_469218,Male,"Los Angeles, California",45-60,2022-07-30,2022-08-21,77.14967895008033,2314,3239,175,0.4408553082861733,1,2024,289,723,1012,674,647,0.11924216221032509,0.19975301018832972
website traffic,June,AD_468915,Female,"New York City, New York",18-25,2022-06-26,2022-07-15,70.84744696639362,2125,2975,34,2.0837484401880477,1,1859,265,664,930,619,595,0.11907133943931701,0.2
website traffic,July,AD_468849,Male,"Chicago,Illinois",18-25,2022-07-21,2022-08-18,38.98079068173503,1169,1636,110,0.35437082437940937,1,1022,146,365,511,340,327,0.11920731095331813,0.19987775061124693
brand awarness,May,AD_469204,Female,"Los Angeles, California",18-25,2022-05-07,2022-05-10,66.72925157142171,2001,2801,71,0.939848613681996,1,1750,250,625,875,583,560,0.1191593778061102,0.19992859692966797
brand awarness,May,AD_469225,Male,"New York City, New York",25-35,2022-05-01,2022-05-29,51.61695135469133,1548,2167,73,0.7070815254067305,3,1354,193,484,677,451,433,0.11920773984917167,0.19981541301338257
brand awarness,May,AD_469139,Male,"Los Angeles, California",35-40,2022-05-27,2022-06-06,62.138481598355526,1864,2609,160,0.388365509989722,3,1630,232,583,815,543,521,0.11926771899876301,0.19969336910693752
brand awarness,May,AD_469132,Female,"Chicago,Illinois",18-25,2022-05-11,2022-05-28,73.10261813989158,2193,3070,141,0.5184582846800821,2,1918,274,685,959,639,614,0.11905963866431853,0.2
generate leads,May,AD_469080,Female,"Los Angeles, California",18-25,2022-05-17,2022-06-07,51.08342777181664,1532,2144,74,0.6903165915110356,3,1340,191,479,670,446,428,0.11935380320517906,0.19962686567164178
generate leads,July,AD_469059,Female,"Los Angeles, California",35-40,2022-07-23,2022-08-13,20.52805528327872,615,861,174,0.11797732921424553,1,538,76,193,269,179,172,0.1193491586237135,0.1997677119628339
brand awarness,May,AD_469219,Male,"Los Angeles, California",35-40,2022-05-07,2022-05-15,27.577033980589196,827,1157,77,0.35814329844921033,2,723,103,258,362,241,231,0.11938109948307012,0.1996542783059637
website traffic,July,AD_468908,Female,"Chicago,Illinois",45-60,2022-07-15,2022-08-13,87.75014865658216,2632,3684,40,2.193753716414554,2,2302,328,823,1151,767,736,0.11922574545731271,0.1997828447339848
generate leads,May,AD_469030,Female,"New York City, New York",35-40,2022-05-13,2022-05-30,80.56013912910167,2416,3382,173,0.4656655440988536,1,2113,301,755,1057,704,676,0.11917180344541667,0.19988172678888233
brand awarness,May,AD_469276,Male,"New York City, New York",25-35,2022-05-14,2022-05-27,84.39711354936162,2531,3543,56,1.5070913133814574,2,2214,316,791,1107,738,708,0.11920496264034128,0.19983065198983913
brand awarness,July,AD_469103,Male,"Los Angeles, California",25-35,2022-07-13,2022-07-15,78.82726692287642,2364,3309,165,0.47774101165379645,3,2068,295,739,1034,689,661,0.1192545641798433,0.19975823511634935
brand awarness,June,AD_469286,Female,"Phoenix, Arizona",25-35,2022-06-24,2022-07-12,37.672260355402656,1130,1582,186,0.20253903416883148,1,988,141,353,494,329,316,0.1192160137829198,0.1997471554993679
website traffic,July,AD_468893,Female,"Los Angeles, California",18-25,2022-07-15,2022-07-17,13.959614192449166,418,585,196,0.07122252139004677,2,365,52,130,183,121,117,0.11931294181580483,0.2
generate leads,May,AD_469074,Male,"New York City, New York",35-40,2022-05-21,2022-06-10,16.42274728148187,492,688,87,0.1887672101319755,1,430,61,154,215,143,137,0.11987406774804284,0.19912790697674418
generate leads,July,AD_469006,Male,"Los Angeles, California",35-40,2022-07-28,2022-08-05,39.139337936233325,1174,1643,24,1.6308057473430553,3,1026,146,367,513,342,328,0.11932724980558941,0.19963481436396835
generate leads,June,AD_468949,Male,"Chicago,Illinois",25-35,2022-06-04,2022-06-29,23.43716254004955,703,984,134,0.17490419806007126,2,615,87,220,308,205,196,0.11957735989821199,0.1991869918699187
brand awarness,July,AD_469096,Female,"New York City, New York",35-40,2022-07-12,2022-07-14,96.45048658258145,2893,4050,183,0.527051839249079,3,2531,361,904,1266,843,810,0.11907467479331042,0.2
generate leads,June,AD_469048,Male,"Phoenix, Arizona",18-25,2022-06-09,2022-06-25,20.693305958760924,620,868,45,0.45985124352802054,3,542,77,194,271,180,173,0.11961448531075679,0.19930875576036866
website traffic,June,AD_468847,Female,"Los Angeles, California",25-35,2022-06-13,2022-07-03,83.32111990583927,2499,3498,116,0.7182855164296489,3,2186,312,781,1093,728,699,0.11920045766214488,0.1998284734133791
generate leads,July,AD_469041,Male,"Los Angeles, California",35-40,2022-07-16,2022-08-07,99.95449672770758,2998,4197,135,0.7404036794645006,2,2623,374,937,1312,874,839,0.11913527619512226,0.19990469382892542
brand awarness,May,AD_469106,Female,"Los Angeles, California",60+,2022-05-03,2022-05-04,66.7005919461694,2001,2801,182,0.3664867689349967,3,1750,250,625,875,583,560,0.11910819990387392,0.19992859692966797
website traffic,June,AD_468920,Male,"Houston, Texas",25-35,2022-06-06,2022-06-24,37.156348403708435,1114,1559,85,0.43713351063186395,2,974,139,348,487,324,311,0.11947378907944835,0.1994868505452213
brand awarness,June,AD_469335,Female,"New York City, New York",35-40,2022-06-19,2022-07-06,39.26629220889903,1177,1647,45,0.8725842713088674,2,1029,147,367,515,343,329,0.11935043224589371,0.1997571341833637
website traffic,June,AD_468833,Male,"New York City, New York",25-35,2022-06-03,2022-06-18,79.1442385702179,2374,3323,171,0.4628318045041982,3,2076,296,742,1038,692,664,0.11919313037683418,0.19981944026482096
generate leads,June,AD_469068,Male,"New York City, New York",18-25,2022-06-07,2022-06-12,54.277352728738386,1628,2279,161,0.3371264144642136,3,1424,203,509,712,474,455,0.11929088511810634,0.19964896884598507
brand awarness,July,AD_469282,Male,"Los Angeles, California",18-25,2022-07-05,2022-08-03,54.13808261073786,1624,2273,158,0.3426460924730244,3,1420,202,508,710,473,454,0.11924687799721996,0.19973603167619886
brand awarness,June,AD_469381,Male,"Chicago,Illinois",25-35,2022-06-13,2022-07-08,95.0810668528185,2852,3992,34,2.7965019662593673,2,2495,356,891,1248,831,798,0.11914920658247932,0.1998997995991984
brand awarness,June,AD_469215,Male,"Chicago,Illinois",35-40,2022-06-24,2022-06-25,97.57142992559007,2927,4097,156,0.6254578841383979,3,2560,365,915,1280,853,819,0.11913483507398055,0.19990236758603858
website traffic,June,AD_468875,Female,"Chicago,Illinois",35-40,2022-06-21,2022-07-20,99.67559418154333,2990,4186,69,1.4445738287180192,3,2616,373,935,1308,872,837,0.11908673139969335,0.19995222169135213
brand awarness,July,AD_469161,Male,"Los Angeles, California",25-35,2022-07-23,2022-08-07,49.23438984922652,1477,2067,152,0.32391045953438496,3,1291,184,461,646,430,413,0.11921159769788503,0.19980648282535074
generate leads,July,AD_468972,Female,"Chicago,Illinois",60+,2022-07-02,2022-07-30,50.66070761155019,1519,2126,106,0.47793120388254895,1,1328,189,475,664,442,425,0.11920166496835338,0.19990592662276577
brand awarness,May,AD_469243,Male,"New York City, New York",45-60,2022-05-19,2022-06-04,68.05013859062356,2041,2857,153,0.4447721476511344,2,1785,255,637,893,595,571,0.11917712537762445,0.19985999299965
brand awarness,June,AD_469230,Female,"Houston, Texas",45-60,2022-06-08,2022-06-18,66.45548000310475,1993,2790,135,0.492262814837813,1,1743,249,622,872,581,558,0.11909584229947089,0.2
website traffic,June,AD_468816,Male,"Houston, Texas",18-25,2022-06-24,2022-07-14,28.260005856059408,847,1185,164,0.17231710887841103,2,740,105,265,370,246,237,0.11924053103822535,0.2
website traffic,June,AD_468888,Male,"Houston, Texas",25-35,2022-06-03,2022-06-10,60.16814521042121,1805,2527,61,0.9863630362364133,2,1579,225,564,790,526,505,0.11914484200083407,0.1998417095370004
brand awarness,June,AD_469386,Female,"New York City, New York",18-25,2022-06-25,2022-07-11,45.30872403165965,1359,1902,177,0.2559814917042918,2,1188,169,425,594,396,380,0.11923348429384119,0.19978969505783387
website traffic,May,AD_468890,Male,"New York City, New York",18-25,2022-05-19,2022-06-14,20.08511387960374,602,842,58,0.3462950668897196,3,526,75,188,263,175,168,0.11955424928335559,0.1995249406175772
brand awarness,July,AD_469114,Female,"New York City, New York",45-60,2022-07-19,2022-07-25,27.150694272186964,814,1139,56,0.4848338262890529,3,711,101,254,356,237,227,0.11960658269685888,0.199297629499561
generate leads,June,AD_469077,Male,"Los Angeles, California",18-25,2022-06-28,2022-07-19,77.32920866679939,2319,3246,29,2.666524436786186,3,2028,289,725,1014,676,649,0.11915132306132417,0.19993838570548367
generate leads,June,AD_468984,Male,"New York City, New York",35-40,2022-06-18,2022-07-17,56.28880728563628,1688,2363,68,0.8277765777299453,1,1476,210,528,738,492,472,0.11925594763905992,0.19974608548455353
brand awarness,July,AD_469152,Male,"Houston, Texas",25-35,2022-07-01,2022-07-08,56.05378355176929,1681,2353,165,0.33971990031375326,3,1470,210,525,735,490,470,0.1192633692590836,0.19974500637484063
brand awarness,May,AD_469383,Male,"Chicago,Illinois",25-35,2022-05-15,2022-06-11,84.0556137204493,2521,3529,109,0.7711524194536633,3,2205,315,787,1103,735,705,0.11922782088006993,0.19977330688580333
generate leads,July,AD_468970,Female,"Los Angeles, California",60+,2022-07-14,2022-08-08,40.148733990759425,1204,1685,67,0.5992348356829765,2,1053,150,376,527,351,337,0.11913570917139295,0.2
website traffic,May,AD_468807,Male,"Chicago,Illinois",35-40,2022-05-18,2022-05-25,97.86773516723916,2936,4110,189,0.5178187045885669,1,2568,366,918,1284,856,822,0.11906050506963402,0.2
brand awarness,May,AD_469223,Female,"Phoenix, Arizona",35-40,2022-05-06,2022-06-04,65.69523156924419,1970,2758,168,0.3910430450550249,2,1723,246,615,862,574,551,0.11922909540697674,0.1997824510514866
brand awarness,July,AD_469238,Female,"New York City, New York",60+,2022-07-18,2022-08-15,46.71727860301505,1401,1961,22,2.1235126637734116,2,1225,175,437,613,408,392,0.11917673113014045,0.19989801121876594
brand awarness,June,AD_469196,Male,"Los Angeles, California",18-25,2022-06-03,2022-06-30,42.64115216205147,1279,1790,184,0.23174539218506232,2,1118,159,400,559,372,358,0.11910936358114936,0.2
website traffic,May,AD_468840,Male,"Chicago,Illinois",18-25,2022-05-15,2022-05-31,84.77961599435545,2543,3560,89,0.9525799549927579,3,2225,317,795,1113,741,712,0.11907249437409474,0.2
brand awarness,June,AD_469360,Male,"Houston, Texas",18-25,2022-06-09,2022-06-19,85.65408543527757,2569,3596,34,2.5192378069199286,3,2247,321,802,1124,749,719,0.11912946513946811,0.19994438264738598
brand awarness,June,AD_469344,Male,"New York City, New York",18-25,2022-06-11,2022-06-19,31.421132209698964,942,1318,24,1.3092138420707902,2,823,117,294,412,274,263,0.11947198558820898,0.19954476479514416
website traffic,May,AD_468927,Female,"New York City, New York",60+,2022-05-13,2022-05-17,45.42340782529155,1362,1906,191,0.2378188891376521,2,1191,170,425,596,397,381,0.11922154284853424,0.19989506820566633
brand awarness,June,AD_469146,Male,"Chicago,Illinois",18-25,2022-06-04,2022-07-03,30.031542148141302,900,1260,153,0.19628458920353792,1,787,112,281,394,262,252,0.11917278630214802,0.2
brand awarness,June,AD_469325,Female,"Houston, Texas",25-35,2022-06-30,2022-07-08,39.55110350565764,1186,1660,123,0.321553687037867,1,1037,148,370,519,345,332,0.1191298298363182,0.2
brand awarness,July,AD_469133,Male,"Chicago,Illinois",60+,2022-07-04,2022-07-08,45.690632298065786,1370,1917,51,0.8958947509424664,2,1198,171,428,599,399,383,0.11929669007327881,0.19979134063641105
website traffic,May,AD_468885,Male,"Los Angeles, California",25-35,2022-05-28,2022-06-13,46.21529925992397,1386,1940,194,0.23822319206146375,2,1212,173,433,606,404,388,0.11911159603073188,0.2
website traffic,June,AD_468851,Female,"Phoenix, Arizona",45-60,2022-06-03,2022-06-25,79.41570864093461,2382,3334,53,1.4984095969987663,3,2083,297,744,1042,694,666,0.11924280576716909,0.19976004799040192
brand awarness,July,AD_469117,Male,"Phoenix, Arizona",45-60,2022-07-19,2022-08-09,55.96596931025312,1678,2349,80,0.699574616378164,1,1468,209,525,734,489,469,0.11933042496855677,0.199659429544487
brand awarness,June,AD_469362,Female,"Chicago,Illinois",25-35,2022-06-22,2022-07-12,65.22245597383832,1956,2738,168,0.3882289046061805,3,1711,244,611,856,570,547,0.11923666540007005,0.1997808619430241
website traffic,May,AD_468897,Male,"Houston, Texas",35-40,2022-05-23,2022-05-31,42.305008969514105,1269,1776,133,0.318082774206873,2,1110,158,397,555,370,355,0.11916903935074395,0.1998873873873874
generate leads,May,AD_468968,Male,"New York City, New York",25-35,2022-05-11,2022-05-20,65.54848478273473,1966,2752,183,0.35818844143570894,2,1720,245,615,860,573,550,0.11917906324133588,0.1998546511627907
brand awarness,June,AD_469351,Female,"Phoenix, Arizona",18-25,2022-06-02,2022-06-18,81.99857763920858,2459,3442,188,0.4361626470170669,2,2151,307,768,1076,717,688,0.11918397912675666,0.199883788495061
brand awarness,June,AD_469320,Male,"New York City, New York",35-40,2022-06-06,2022-06-30,75.73113216853535,2271,3179,130,0.5825471705271951,3,1986,283,710,993,662,635,0.11926162546226039,0.19974834853727588
brand awarness,May,AD_469278,Female,"New York City, New York",25-35,2022-05-05,2022-05-09,64.69301940821217,1940,2716,46,1.406369987135047,1,1697,242,606,849,565,543,0.11913999891015131,0.19992636229749633
brand awarness,May,AD_469292,Male,"Phoenix, Arizona",35-40,2022-05-17,2022-06-04,68.90561558646496,2067,2893,184,0.37448704123078785,3,1808,258,646,904,602,578,0.11921386779665218,0.19979260283442793
website traffic,July,AD_468870,Male,"Phoenix, Arizona",35-40,2022-07-19,2022-08-03,94.27546472402143,2828,3959,83,1.1358489725785714,3,2474,353,884,1237,824,791,0.1191851640000271,0.1997979287698914
brand awarness,May,AD_469105,Male,"Phoenix, Arizona",18-25,2022-05-13,2022-06-01,58.65380241307872,1759,2462,103,0.5694543923599876,1,1538,219,550,769,512,492,0.11921504555503805,0.19983753046303818
generate leads,May,AD_468939,Male,"New York City, New York",25-35,2022-05-19,2022-05-21,15.958315406138,478,669,169,0.09442790181146746,1,418,59,150,209,139,133,0.11998733388073685,0.19880418535127056
brand awarness,June,AD_469354,Male,"Los Angeles, California",18-25,2022-06-06,2022-06-15,64.45273887860527,1933,2706,114,0.5653749024439059,2,1691,241,604,846,563,541,0.11913630106951067,0.1999260901699926
brand awarness,May,AD_469270,Male,"New York City, New York",35-40,2022-05-21,2022-06-19,15.080692820017843,452,632,96,0.1570905502085192,2,395,56,141,198,131,126,0.11968803825410987,0.19936708860759494
generate leads,June,AD_469085,Female,"Los Angeles, California",25-35,2022-06-14,2022-07-08,89.43427088491538,2683,3756,122,0.7330677941386506,1,2347,335,838,1174,782,751,0.11908691196393525,0.19994675186368477
brand awarness,July,AD_469384,Male,"New York City, New York",18-25,2022-07-07,2022-07-25,43.61984373749227,1308,1831,39,1.118457531730571,3,1144,163,409,572,381,366,0.11917990092211002,0.19989077007099945
generate leads,June,AD_468997,Male,"New York City, New York",45-60,2022-06-25,2022-07-18,39.941025444037535,1198,1677,173,0.23087297944530366,3,1048,149,375,524,349,335,0.11922694162399264,0.1997614788312463
generate leads,May,AD_469010,Female,"Los Angeles, California",60+,2022-05-16,2022-05-26,90.44799279741018,2713,3798,40,2.2611998199352543,2,2373,339,847,1187,791,759,0.11916731593861683,0.19984202211690363
brand awarness,July,AD_469098,Female,"Phoenix, Arizona",25-35,2022-07-02,2022-07-22,57.519697186642276,1725,2415,146,0.39397052867563204,1,1509,215,539,755,503,483,0.11908839997234426,0.2
website traffic,May,AD_468854,Male,"Chicago,Illinois",35-40,2022-05-06,2022-05-07,77.17251907383246,2315,3241,77,1.0022405074523697,3,2025,289,723,1013,675,648,0.11909339363245751,0.19993829065103363
brand awarness,May,AD_469116,Male,"Chicago,Illinois",25-35,2022-05-14,2022-05-19,42.214410149340424,1266,1772,42,1.0051050035557243,2,1107,158,395,554,369,354,0.11924974618457747,0.19977426636568849
brand awarness,May,AD_469239,Male,"New York City, New York",25-35,2022-05-21,2022-06-16,25.285185353546886,758,1061,87,0.2906343144085849,1,663,94,237,332,221,212,0.11926974223371173,0.1998114985862394
brand awarness,June,AD_469356,Male,"Houston, Texas",45-60,2022-06-18,2022-07-09,16.55000024522073,496,694,184,0.0899456535066344,1,433,61,155,217,144,138,0.11992753800884587,0.1988472622478386
brand awarness,May,AD_469331,Male,"Phoenix, Arizona",25-35,2022-05-08,2022-06-03,39.10335827398288,1173,1642,152,0.2572589360130452,1,1026,146,367,513,342,328,0.11921755571336243,0.1997563946406821
generate leads,June,AD_469031,Male,"Los Angeles, California",35-40,2022-06-09,2022-06-29,64.54977986176189,1936,2710,195,0.33102451211159944,2,1693,241,605,847,564,542,0.11909553480029869,0.2
website traffic,May,AD_468895,Male,"Los Angeles, California",18-25,2022-05-26,2022-06-03,80.45276725471125,2413,3378,52,1.5471686010521393,3,2111,301,754,1056,703,675,0.11918928482179444,0.19982238010657194
brand awarness,July,AD_469273,Male,"Houston, Texas",45-60,2022-07-28,2022-08-15,32.86150881519908,985,1379,105,0.31296675062094365,1,861,123,307,431,287,275,0.11949639569163302,0.1994198694706309
brand awarness,July,AD_469374,Male,"Los Angeles, California",45-60,2022-07-01,2022-07-06,13.887477969176652,416,582,135,0.10287020717908632,3,363,51,130,182,121,116,0.11971963766531597,0.19931271477663232
website traffic,June,AD_468876,Male,"Chicago,Illinois",18-25,2022-06-09,2022-06-30,10.747544639351206,322,450,172,0.06248572464739073,2,281,40,100,141,93,90,0.11941716265945784,0.2
brand awarness,May,AD_469245,Female,"Los Angeles, California",18-25,2022-05-04,2022-05-27,20.799256331556386,623,872,26,0.7999713973675533,1,545,77,195,273,181,174,0.11953595592848497,0.19954128440366972
